,highly_variable,means,dispersions,dispersions_norm
TRBC1,True,0.0007400435545209482,1.851714178296325,2.8645618
PIP,True,0.006086862874800571,1.1709676281196124,1.2282633
CNTNAP2,True,3.5636390425248847,3.79988401713004,1.7705263
GIMAP8,True,0.028299637612331664,1.5232310582248298,2.0749927
GIMAP7,True,0.012356901366540197,1.6277659237521076,2.3262613
GIMAP4,True,0.025394138406842914,1.3751295564599428,1.7190037
GIMAP6,True,0.007574320365162725,1.3881161122982664,1.7502192
GIMAP2,True,0.014769440232584093,1.27876277761705,1.4873686
GIMAP1,True,0.01478931471557645,1.3541289185210454,1.6685249
GIMAP5,True,0.01683942157088645,1.4030401721074357,1.7860919
TMEM176B,True,0.05051405299923913,1.3062127283127596,1.5533495
NOS3,True,0.005186020727790623,1.1687483782542194,1.2229289
ARHGEF10,True,0.5224937688800646,1.2264490370971775,1.363085
ANGPT2,True,0.25300391038649095,1.5732127157948468,2.1951327
DEFB1,True,0.0004061165118689272,1.2483142826363607,1.41418
DEFA3,True,0.0003456401933525252,3.255691459678342,6.239277
CTSB,True,0.5994808300392299,1.4397375282849807,1.4667114
DLC1,True,1.3189775281206793,2.4656019702372354,2.3550463
SGCZ,True,1.965309686577124,3.578814734052073,2.5456502
MSR1,True,0.19137096445714016,2.468900225309093,4.3480806
FGF20,True,0.024692837204132956,1.1696218610833489,1.2250285
SLC7A2,True,0.2490196493888986,1.3800526286161892,1.7308372
MTUS1,True,0.9666960057216338,1.8834677704982627,1.8998312
FGL1,True,0.05988123549650679,1.33569784038599,1.6242224
CSGALNACT1,True,1.3229892237595073,1.9238325705229902,1.4714434
TNFRSF10B,True,0.078024688598839,1.253871361644501,1.4275376
TNFRSF10C,True,0.005675575602260489,1.3629716866940493,1.68978
TNFRSF10D,True,0.03413714587592018,1.6466025112897855,2.3715384
TNFRSF10A,True,0.012004995066654554,1.2699999224118579,1.4663055
STC1,True,0.007187635435360211,2.6830336091009426,4.8627896
ADAM28,True,0.33154988915747013,2.6663022814255215,4.9688125
DOCK5,True,1.1692094539857947,2.6172295536549655,2.6023443
ADRA1A,True,0.5171375629100122,1.3259946080925424,1.6123703
CLU,True,1.6067838611685703,2.552032405874782,1.7310824
KIF13B,True,0.7343468709139288,1.507532137156945,1.6132
RBPMS,True,0.1676982659603713,1.6492993206602302,2.3780208
NRG1,True,1.8538285339268346,2.820413130166381,1.5171586
AF279873.3,True,0.3823301916115654,1.6996611929839378,2.5481184
SFRP1,True,0.09893760528846823,1.2100842480644793,1.3222872
ANK1,True,0.5541491150553509,1.2177415560517273,1.3412795
PLAT,True,0.08027534531706894,1.3470343895446109,1.6514719
CEBPD,True,0.25719643967150735,1.6582375089390111,2.3995051
ST18,True,1.7682646756314166,3.6997621284154882,2.7096708
RGS20,True,0.44339800728324663,1.9887484236286046,3.2720602
SOX17,True,0.0014584504361394922,1.3131953699074936,1.5701336
LYN,True,0.26347388036020997,2.2464137527269763,3.8132942
PENK,True,0.01771266381129424,1.6171886650079967,2.3008368
TOX,True,1.3650215599256932,1.969056796388325,1.5452023
CA8,True,0.35936364768975904,1.4291892687372074,1.8707937
CHD7,True,0.6178751414470961,1.7084068099955418,2.047244
NKAIN3,True,1.0941010746457795,2.477936563768322,3.0025353
CYP7B1,True,0.46666043941691504,1.1546332063042088,1.1832415
CRH,True,0.04178709852434692,1.468759051949031,1.9440593
CPA6,True,0.03868245603515951,1.7690597268583073,2.6658866
PREX2,True,0.8788751138195888,2.163661164102149,2.4195733
C8orf34,True,0.805166892423678,2.0346834861834417,2.752253
SULF1,True,0.20663133049652974,1.4273299341036323,1.8444768
EYA1,True,0.2642006843940279,1.64312328097096,2.3631754
MSC-AS1,True,0.5048360853289403,1.2436885618531532,1.4062568
LY96,True,0.07134893528485048,1.4525312470511977,1.9050528
ZFHX4-AS1,True,0.06719893930359706,1.2111187063726787,1.3247737
ZFHX4,True,0.6537654314555472,1.6432436166886897,1.9064413
PAG1,True,0.6765457491283954,1.4188636490090871,1.4216077
PMP2,True,0.23968343227399205,1.4532555883138767,1.9067938
FABP4,True,0.0007938688877222962,2.305372027757437,3.9550111
CA2,True,0.3530973107834472,1.8123711721904785,2.8303704
ATP6V0D2,True,0.017250423073354584,1.9408313411502454,3.078771
GEM,True,0.04980180357229146,1.6054147888695969,2.2725363
C8orf37-AS1,True,0.21438190890925599,1.2164401090645776,1.3375647
SDC2,True,0.21723262323503723,1.1640147061248847,1.2115507
CPQ,True,0.8153685054798462,1.6502063880189517,1.9214863
MATN2,True,0.3251434491701805,1.1655937558082659,1.2106892
STK3,True,0.771481159260476,1.3475747668029372,1.2675688
BAALC-AS1,True,0.37072877980062213,1.412560939701126,1.8291526
ZFPM2-AS1,True,0.5143136596211098,1.7574445065104538,2.6928213
ANGPT1,True,0.19044954102206066,1.3593639952802705,1.6811082
PKHD1L1,True,0.005424768463975341,1.2801059652206022,1.4905971
TRPS1,True,1.314349833797706,2.0713153569752873,1.7119815
TNFRSF11B,True,0.03110860394051751,1.183505504521241,1.2584003
ENPP2,True,0.887256596398811,2.498421610931957,3.0405338
DEPTOR,True,0.5034302356770531,1.2908338943178186,1.5243196
SNTB1,True,0.12524055580305196,1.6386657221131502,2.3524609
ZHX2,True,0.7766943229912655,1.7134197235667852,2.058076
PCAT1,True,0.12320085855374242,1.342492895105928,1.6405555
CCDC26,True,0.21067507572606997,3.055939887829363,5.7591376
ADCY8,True,0.7118866392658629,1.3820423763949121,1.3420454
TMEM71,True,0.016589102720247623,1.4111791946824028,1.8056556
SLA,True,0.11917456178382822,1.749705769594248,2.619366
NDRG1,True,0.658216612393813,1.832072312481756,2.314457
DENND3,True,0.5487615679755758,1.7864707688671788,2.7655098
GPIHBP1,True,0.048256386961167325,1.2710673411781321,1.4688712
GSDMD,True,0.024337681435036854,1.1579541394119384,1.196983
DOCK8,True,0.5073777834613586,3.1156186930839413,6.0940056
KANK1,True,0.8630837249441985,1.9963517864039004,2.1092243
RFX3-AS1,True,0.527818834679074,1.178020183909546,1.2418079
GLIS3,True,1.1353439725462189,2.5485612734161482,2.4903493
LURAP1L-AS1,True,0.3661523003118143,2.072031876942734,3.4806213
FREM1,True,0.3057529079682148,1.2994154827161,1.54581
BNC2,True,0.27620221272372847,2.411471677929292,4.210041
ADAMTSL1,True,0.6144180454749897,2.1280204392674973,2.9539328
PLIN2,True,0.06857012976417784,1.1910246363731336,1.276474
RPS6,True,0.45922959121454293,1.2142956416521788,1.3326501
CDKN2A,True,0.08084036857275076,1.2047573815436479,1.309483
CDKN2B-AS1,True,0.1436522905721802,1.2828545056695644,1.4972038
B4GALT1,True,0.1576156404904191,1.2522455142307536,1.4236295
TPM2,True,0.07437214625504235,1.3188308854707629,1.5836796
PGM5,True,0.08477790317785575,1.5673565133733462,2.1810563
TJP2,True,0.3624803221649136,1.276670338680751,1.4888508
FAM189A2,True,0.36737386564915325,2.45961893494821,4.4512296
TRPM3,True,1.4585057843073295,2.643085187094683,1.8635217
ALDH1A1,True,0.3282471220532518,1.7336666851821327,2.633276
RORB,True,1.2127518536976722,1.8759878594225767,1.3934108
TRPM6,True,0.10843199028920385,1.2825463202631535,1.4964631
PCSK5,True,0.6244917749987956,1.5720415336186253,1.75259
PRUNE2,True,1.480890453961322,2.389228867759556,1.4942794
PCA3,True,0.3696848738594303,1.8845290050624723,3.0110705
GNA14,True,0.45260112342643605,2.2496098283845725,3.9253178
GNA14-AS1,True,0.15384514576996478,2.065967575791332,3.3795588
PSAT1,True,0.2961897227024302,1.1716244739747852,1.2257916
TLE4,True,1.0105255550808507,1.5367506313468864,1.2566916
SEMA4D,True,0.7681817697941187,1.3222820135469089,1.212917
SYK,True,0.21121725989330617,2.31093678629944,3.968387
ROR2,True,0.11641592058855904,1.1772862399235473,1.2434512
FGD3,True,0.05407235948957793,1.3542515500005672,1.6688195
SUSD3,True,0.02089830798884954,1.4711440817025117,1.9497921
SLC35D2,True,0.12550235271830415,1.2875613408864297,1.5085175
COL15A1,True,0.028960746716399456,1.3384350432251308,1.6308017
TGFBR1,True,0.3347046280913383,2.203217435898581,3.8091404
NR4A3,True,0.062078797109792756,1.4346303222732426,1.8620247
PLPPR1,True,0.7035202936395789,1.6423730644347894,1.9045603
GRIN3A,True,0.5225798427976939,1.577808411312485,2.2429707
ABCA1,True,0.37136784108870075,1.3613984974921716,1.7010299
SLC44A1,True,1.8780865855094417,2.905155231600853,1.63208
ZNF462,True,0.653915209572421,1.3516640766695822,1.2764049
KLF4,True,0.00925820288136446,1.3864601312352147,1.7462388
PALM2-AKAP2,True,1.5507057248003857,2.424011010998095,1.5448711
SVEP1,True,0.43661353196257074,1.6663575786582212,2.4647183
MUSK,True,0.07613572095337545,1.7118218127253122,2.5283048
LPAR1,True,0.7271127416940866,2.320227836840045,3.3692489
SHOC1,True,0.31930209038190127,1.4437082189403387,1.9071525
FAM225A,True,0.0028231775401455533,1.1630752379931495,1.2092925
SLC31A2,True,0.20548329087245384,1.4585626547072665,1.9195503
WHRN,True,0.25782545837160187,1.2307208658335806,1.371891
DEC1,True,0.07143337671392626,1.2705462327381196,1.4676186
TNFSF8,True,0.012881335508876829,1.4522221486792963,1.9043097
TNC,True,0.07620157873747979,2.4447968351066685,4.290144
TLR4,True,0.1572576422268244,1.308264551887111,1.5582814
GSN,True,0.6396711153839741,1.6224681649122021,1.8615503
STOM,True,0.18902973290184502,1.493948730275685,2.0046072
PTGS1,True,0.029373931539013205,1.3250363916879693,1.5985956
RPL35,True,0.5613240886002296,1.288233114316766,1.5178068
PBX3,True,0.48769399320752815,1.6086541148213713,2.3202155
ENG,True,0.07703106755475897,1.5942381725370114,2.2456713
CERCAM,True,0.6341634696729492,2.2307420935091637,3.1758907
HMGA1P4,True,0.04015136573891992,1.3917528370957213,1.7589607
PHYHD1,True,0.12861928136539957,1.320940227789082,1.5887498
AIF1L,True,0.11141519085500094,1.3600450309015306,1.6827453
FCN1,True,0.005731684607554766,1.6468692214972618,2.3721795
EGFL7,True,0.1768870804570946,1.1801465908940332,1.2503266
PTGDS,True,1.3703273088267025,2.7017828294637347,2.740247
CLIC3,True,0.0007717520828792097,1.3281732182504171,1.6061356
ABCA2,True,0.7697735258144014,1.8022077970133938,2.2499266
TOR4A,True,0.004596979825757539,1.2003086660536588,1.2987899
ADARB2,True,2.166554116323886,4.133244295942377,3.078088
PRKCQ,True,0.24845485310704293,1.2739689235408582,1.4758457
PRKCQ-AS1,True,0.09267655090735466,1.2136055845817229,1.3307514
SFMBT2,True,1.0782380999577255,2.523136175318944,3.0863779
ITIH5,True,0.06234920883653019,2.5461364536512936,4.5337324
USP6NL,True,0.33271124058115675,1.3564729518179193,1.6886952
FAM107B,True,0.6942910122005381,2.225035225427862,3.1635594
ITGA8,True,0.4064220765880382,1.8259195114016324,2.8642986
VIM,True,0.16152117011495795,1.7746639738975272,2.6793575
ST8SIA6,True,0.06390233365003634,1.7773829936509629,2.685893
ST8SIA6-AS1,True,0.01255090606781587,1.22028854682346,1.3468151
MRC1,True,0.08265903144525777,2.6016369476973003,4.6671376
SLC39A12,True,0.22041125748632093,1.6652016131482161,2.4162447
PLXDC2,True,1.916943334174046,3.5086373895548775,2.4504805
PIP4K2A,True,1.7730384254979419,3.2144343482114186,2.0515027
KIAA1217,True,1.8366296590084652,2.8820817449999145,1.6007893
GAD2,True,0.5843678939477778,1.5531107284876564,1.7116848
APBB1IP,True,0.4705029835609227,3.1294648765781568,6.1286798
BAMBI,True,0.03795046880684856,1.1873479988422777,1.2676365
SVIL,True,0.29430874581893973,1.3322640388510483,1.6280705
MAP3K8,True,0.12462184973026728,1.5956218790126562,2.2489972
MACORIS,True,0.023971674014611644,1.2048245190620748,1.3096445
NRP1,True,0.4588265019401204,1.344413811679055,1.6584963
PARD3,True,1.2017946312153414,2.491854199477953,2.3978624
CXCL12,True,0.04581829823426257,1.215363286771739,1.3349763
DEPP1,True,0.0738486223103989,1.550333239541812,2.1401377
ALOX5,True,0.14851654038024914,2.0318316103235623,3.2975068
ANXA8,True,0.0030379359116686874,1.9945478350720716,3.2078884
ARHGAP22,True,0.6562951327512497,1.8025550747147536,2.2506769
WDFY4,True,0.1343420459320033,1.9440378501645181,3.0864785
TMEM273,True,0.05948078777645348,1.277080160932678,1.483324
LNCAROD,True,0.3632929456653779,3.1308389854038374,6.1321206
PCDH15,True,1.1477204382670898,2.9661453619990175,3.171411
BICC1,True,0.6928800237907,1.4483302341822437,1.4852782
SLC16A9,True,0.1661125690703744,1.371772445285223,1.7109343
CTNNA3,True,2.1337788713867973,3.6403213518549533,2.3648071
SRGN,True,0.1752561314131842,2.9663799611907358,5.5438643
TSPAN15,True,0.18928783538707614,1.2977876409191629,1.5330983
PALD1,True,0.2884486064090924,2.288732070161759,4.0232887
PRF1,True,0.0025320243767494137,2.756522695504825,5.039434
ADAMTS14,True,0.06782933363167025,1.3343793868023819,1.6210532
CDH23,True,0.1520789978630806,1.3453401482809568,1.6473994
VSIR,True,0.16931638880353733,1.555449568763987,2.1524358
CHST3,True,0.16507757384298494,1.2522496265755152,1.4236394
DDIT4,True,0.20894266419843194,1.6173478015913807,2.3012195
PPP3CB-AS1,True,0.17641552507855052,1.3398168528469696,1.6341232
USP54,True,0.9836272421756658,1.6493928641703441,1.4656361
PLAU,True,0.0053126559135493285,1.1698262898078133,1.2255199
LRMDA,True,1.2717136235305984,3.6177120745385167,4.2340884
ZCCHC24,True,0.4518257507503158,1.6262825808762058,2.3643613
CERNA2,True,0.020297412646128936,3.394301429206183,6.572451
RGR,True,0.04158878228693653,1.5135371328044747,2.0516915
LDB3,True,0.29082607003249694,1.6060747611544246,2.3137562
ADIRF,True,0.07932578035179705,1.7580892374475463,2.639517
ANKRD22,True,0.02078116881674384,1.684660569129232,2.463018
ACTA2,True,0.09004002823779078,1.33464856792369,1.6217003
CH25H,True,0.0192187981763077,1.7644507761310055,2.6548083
IFIT3,True,0.2641858914653757,1.181789469602698,1.2542756
SLC16A12,True,0.015413749617372054,2.2771007252875415,3.8870559
PPP1R3C,True,0.0980013022461004,1.6107340953388334,2.2853222
HHEX,True,0.009376506701782129,1.3482351112397997,1.654358
MYOF,True,0.10096099058387717,1.772890463186309,2.6750946
PLCE1,True,0.4067969616479598,1.4723953829092775,1.9789919
PDLIM1,True,0.01575530779361725,1.3352573457307908,1.6231636
ENTPD1,True,0.2674921473964281,1.891809665415335,2.9609385
CC2D2B,True,0.1982812727623988,1.2131000762108715,1.3295363
BLNK,True,0.16732614653844297,2.1733850653314906,3.6377563
OPALIN,True,0.44982404727509834,2.1918269106846875,3.7806158
PIK3AP1,True,0.14364155878360785,2.0933072793493066,3.4452748
HPSE2,True,0.8373225621278751,2.8395431030164286,4.49137
SCD,True,0.6318490362519915,2.2056274701207523,3.1216238
OLMALINC,True,0.34706004103260923,1.3661963422831302,1.7130448
SORCS3,True,1.0863689548579332,1.5182188606042315,1.2223163
ACSL5,True,0.03937717002866153,1.169450485685588,1.2246165
TCF7L2,True,0.7352859753659338,1.566147418972804,1.7398541
ENO4,True,0.37740339449660726,1.5117770126696055,2.0776126
SHTN1,True,1.5540249351643918,2.3069915261998424,1.3746625
EMX2OS,True,0.1857147375950837,1.4612823904782657,1.9260877
EMX2,True,0.1060473844942899,1.3347637934082268,1.6219772
RGS10,True,0.07941330633570859,1.7548733022259388,2.631787
BAG3,True,0.127318442730679,1.4141188529969457,1.8127216
PLPP4,True,0.21990651635284697,1.606033210364943,2.2740228
FGFR2,True,0.8048080500508932,1.8036888674853986,2.2531266
HTRA1,True,0.6957250638225848,1.5751930375692336,1.7593997
ADAM12,True,0.31523346926896034,1.4739529400939275,1.9828924
C10orf90,True,0.9999089680711757,2.5901174940489566,3.2106242
DOCK1,True,0.8871202981687828,2.0575824669521054,2.2228036
INSYN2A,True,0.23951025633102493,1.2028956268528614,1.305008
MKI67,True,0.0014891069677269685,1.875626427213872,2.922039
NKX6-2,True,0.33414614949097493,1.9205694937610804,3.101324
VENTX,True,0.009093389278754322,1.355955611199768,1.6729156
IFITM2,True,0.04601292492618624,1.6438548245681708,2.364934
IFITM1,True,0.0034368306489093847,1.329994528861923,1.6105134
IFITM3,True,0.1361753619790988,2.0061694580383125,3.2358232
IRF7,True,0.02006218522700332,1.1727443326816147,1.2325339
TNNI2,True,0.0014019677167276554,1.2968303737269946,1.5307974
CD81,True,0.6407092289386015,1.4807321855490594,1.5552914
KCNQ1,True,0.1101216398577338,1.6301332297090887,2.3319514
KCNQ1DN,True,0.0023959230093986835,1.239309867699894,1.3925363
CDKN1C,True,0.13638456388429707,1.4527615139402086,1.9056063
RHOG,True,0.09562089065304658,1.2228148604833748,1.3528875
HBB,True,0.034267268931641566,5.007138658644734,10.4492
TRIM34,True,0.012142991128463506,1.2089769691544616,1.3196256
TRIM22,True,0.1428146043150737,1.2806491540018088,1.4919028
SYT9,True,0.40339023978388255,1.1832128131236057,1.2548114
PPFIBP2,True,0.23385849787358426,1.2643126715467887,1.452635
CYB5R2,True,0.023330233390791478,1.2706061863910256,1.4677627
STK33,True,0.3462105680002714,1.5398679904457035,2.147959
RPL27A,True,0.5330058865939229,1.2753640907007238,1.4855797
ADM,True,0.018409621196252366,1.4176950960231678,1.8213177
LYVE1,True,0.08966141493093907,1.447444186724836,1.8928251
MRVI1,True,0.37065300420437297,1.9877748179819912,3.2696218
SPON1,True,0.46603866398970295,1.8831233240099348,3.0075502
SOX6,True,1.2982502695296894,2.5834372278061477,2.5472305
PLEKHA7,True,0.27958457006231324,1.22050649780584,1.347339
LUZP2,True,0.9884065301308909,2.398346690467472,2.8549008
BBOX1,True,0.12290119276668329,1.2527236545767224,1.4247788
PAUPAR,True,0.07080973551597106,1.2517444320758442,1.422425
PRRG4,True,0.01359706769875178,1.1760291101697993,1.2404295
DEPDC7,True,0.01747159381008868,1.1955718696274424,1.2874041
LMO2,True,0.08635928825889257,1.411240633723891,1.8058033
ABTB2,True,0.24285930274072418,1.6072114490047886,2.2768548
CD44,True,0.1585558157050747,2.560237731972615,4.5676274
SLC1A2,True,2.078461308248639,4.3003309372758025,3.3198698
PAMR1,True,0.36665984262754797,1.8648014961954222,2.9616683
LDLRAD3,True,0.6285028922393717,1.5374189123822688,1.6777785
PRR5L,True,0.3587686307898147,1.7727903194761039,2.7312508
C11orf96,True,0.05516006250532672,2.1927131278356247,3.6842148
CD82,True,0.1471761083241926,1.2719597281860484,1.4710162
LRP4-AS1,True,0.15037702545643486,1.3839588527567872,1.7402265
LRP4,True,0.41959007279757154,1.56595054458732,2.213276
FOLH1,True,0.4091004549650017,1.9995642384153094,3.2991455
APLNR,True,0.024591352147664433,1.5452247489007183,2.1278584
FAM111B,True,0.0017614211868811124,1.2241032585757983,1.3559844
FAM111A,True,0.04558731958532401,1.2282898795739963,1.3660477
MPEG1,True,0.0072808118891315695,1.466701771788931,1.9391142
MS4A6A,True,0.1258995040068248,2.19585203847258,3.6917598
MS4A4A,True,0.04643493620378172,1.8846905465281723,2.9438264
MS4A4E,True,0.02520394625609738,1.6772822260598133,2.4452827
MS4A6E,True,0.0032413996304656947,1.1578648886050225,1.1967684
MS4A7,True,0.07795677050396582,1.892317680275218,2.9621596
MS4A14,True,0.019654771078391857,1.470435529802347,1.948089
SLC15A3,True,0.01602591126685651,1.2566816996121362,1.4342927
MYRF,True,0.3995974669297559,1.8315838096410602,2.8784833
TMEM258,True,0.20405523913073176,1.1573933189710635,1.195635
BEST1,True,0.12069287750868192,1.2514983651510485,1.4218336
FTH1,True,1.6333277292259574,2.5755462678371077,1.7652842
AHNAK,True,0.17945799912719398,1.4745793430769314,1.9580494
SLC22A10,True,0.7649781837166122,1.5133516778927711,1.6257746
PLAAT4,True,0.028924396499608422,1.201466462677903,1.3015728
PLAAT3,True,0.5147157733907156,1.6938674344194424,2.5336094
FAU,True,0.5469079508780317,1.3101444409489187,1.5726779
NEAT1,True,2.3706883569790755,4.125260619540769,2.3292058
SIPA1,True,0.038447413308115026,1.2672937195711926,1.4598006
CARNS1,True,0.28280149636074103,1.714609882261051,2.5855534
ACY3,True,0.005623646615865739,1.504562260834523,2.0301187
UNC93B1,True,0.05050291146077673,1.1763534302304075,1.241209
TCIRG1,True,0.01939205404731151,1.2320392975430554,1.3750602
CCND1,True,0.04678863518919855,1.1508993496190798,1.1800255
FOLR2,True,0.01265990714562919,1.4909702391233044,1.9974478
FCHSD2,True,1.3384763328839189,1.7971597682145917,1.2648455
PLEKHB1,True,0.2713273140955005,1.3823498853286307,1.7363591
UCP2,True,0.014850366000661131,1.22327036474237,1.3539824
SLCO2B1,True,0.3534592514241196,2.644789704356745,4.9149404
SERPINH1,True,0.03328110722528308,1.3225032646193098,1.5925068
LRRC32,True,0.011416365783396998,1.8681061227885165,2.9039626
MIR4300HG,True,0.5392109335368621,2.4050778700413433,4.314646
CTSC,True,0.1241884954447431,1.5432814013045457,2.1231873
NOX4,True,0.10577948595970318,1.2047551057101484,1.3094777
DISC1FP1,True,0.20068888521039932,1.1806982672352198,1.2516526
MAML2,True,1.352794939907147,2.695029097168411,2.729232
CNTN5,True,2.447007594377527,3.294219972646286,1.2218047
ARHGAP42,True,0.39391727081737665,1.5702416805591768,2.224022
PGR,True,0.007713984964127976,1.3264124878315058,1.6019033
TRPC6,True,0.3332277813391568,1.355369812134611,1.6859326
YAP1,True,0.2656234350602555,1.5722960170863878,2.1929293
TMEM123,True,0.2777137580122918,1.4765869844663024,1.9628751
PDGFD,True,0.31626111341461416,1.8331179432714737,2.8823252
CASP4,True,0.03380873525300891,1.546309515706145,2.130466
CASP5,True,0.004690067849718231,1.3355828792209081,1.6239461
CASP1,True,0.018018981817992632,1.4008332450497976,1.7807872
POU2AF1,True,0.022192778684754746,1.2379374308481053,1.3892374
LAYN,True,0.06303306173388544,1.2446037353269788,1.405261
CRYAB,True,0.617965379726884,2.505620348066471,3.7698395
IL18,True,0.13964736723207224,1.7104347824584514,2.524971
TMPRSS5,True,0.14540865295177058,1.1651245125013532,1.2142183
TAGLN,True,0.09880564188181708,2.5620868396779883,4.572072
IL10RA,True,0.061237363767327656,1.5080842341518195,2.0385845
SMIM35,True,0.026804666910793758,1.7965816301080657,2.7320406
JAML,True,0.0036248624387875887,1.5335267465743463,2.0997403
MPZL2,True,0.002141718725031845,1.540517559619085,2.116544
CD3E,True,0.0012502830068283155,1.3192353049791563,1.5846517
PHLDB1,True,0.5404761967365105,1.6928248827421402,2.5309987
TREH,True,0.01935590270605461,1.1903968885066993,1.274965
MCAM,True,0.1533880199764467,1.423251566025762,1.8346738
OAF,True,0.1551582753649271,1.2551047226625205,1.4305022
UBASH3B,True,0.6215293917645675,1.3216975429605726,1.2116541
ESAM,True,0.02518449289910037,1.3263399883932394,1.601729
ROBO4,True,0.014690546053702194,1.2910797252270012,1.5169746
HEPACAM,True,0.47785238959926774,1.5332112301492964,2.131289
HEPN1,True,0.39748991406096623,1.7946719609177848,2.7860475
ETS1,True,0.13284615525698504,1.2835646734028845,1.4989108
FLI1,True,0.22385968066482226,2.38257238264641,4.1405764
SENCR,True,0.001020037632927807,1.2459169244781811,1.4084176
NTM-AS1,True,0.12986276430518326,1.1829042418641182,1.2569551
SLC6A12,True,0.05730257756149621,2.057114616730117,3.358279
SLC6A13,True,0.049037611889381584,1.5581398356626561,2.1589022
NINJ2,True,0.24294190539411606,1.7081439750025758,2.5194645
ADIPOR2,True,0.760595925993131,1.7604999219844464,2.1598053
ANO2,True,0.16705120827434808,2.3205344082720627,3.9914565
VWF,True,0.09514469799972368,2.897931447515851,5.3793354
CD9,True,0.27296283519293874,1.7269765492498774,2.564732
LTBR,True,0.04627645447946262,1.1708177439081344,1.227903
LPAR5,True,0.040129210549998025,1.497930958023225,2.0141792
CD4,True,0.05929022169816163,1.452329804955698,1.9045686
CD163L1,True,0.11530655801463728,1.466434711818063,1.9384723
CD163,True,0.12815899314604307,2.963140238828835,5.536077
SLC2A3,True,0.325898837429439,1.8212062678983525,2.8524954
C3AR1,True,0.033641151807636625,1.5332726332832078,2.0991294
CLEC4E,True,0.003197930837049911,1.7083334861083888,2.51992
A2M,True,0.2520656056975961,2.169679237152753,3.6288488
CLECL1,True,0.014672372882934702,1.5473618455928002,2.1329954
CD69,True,0.015062125326189306,2.5693012610907346,4.589413
KLRF1,True,0.0031232188309142615,1.6099367140617356,2.2834055
CLEC2B,True,0.023580738858362742,1.8918589418009188,2.961057
CLEC12A,True,0.0032187154754257452,1.3758892876107942,1.7208298
CLEC9A,True,0.018495573269597724,1.5668175246240466,2.1797607
CLEC1A,True,0.012142903528386975,1.4391026030322285,1.8727746
CLEC7A,True,0.07138841980921738,1.8312411415404173,2.815351
OLR1,True,0.08352394444592998,2.3444701960480496,4.0489907
KLRK1,True,0.02274458759941107,1.2643783567286437,1.452793
KLRC2,True,0.024568571963692058,1.224939224097859,1.3579938
YBX3,True,0.12347251987597149,1.5063505775100043,2.0344174
ETV6,True,0.9426642164605933,1.776151844328876,1.7007666
DUSP16,True,0.5127275332583322,1.2053168963557164,1.3101653
APOLD1,True,0.3120866335065514,1.706575030012335,2.5654323
EMP1,True,0.05171018510056426,2.053740209882199,3.350168
PLBD1,True,0.01901103801490194,1.160252041654089,1.2025064
H2AFJ,True,0.05290606881697658,1.1644088052904968,1.212498
MGP,True,0.020646462219444127,2.565911492542344,4.581265
ARHGDIB,True,0.04480458232402633,1.3918461248551814,1.759185
RERG,True,0.5751063242686562,1.4467970702135442,1.4819654
EPS8,True,0.5172388308877449,1.9737875534139238,3.2345946
MGST1,True,0.5163056923537238,1.509182850709424,2.0711162
PDE3A,True,0.3629350619355709,1.8213885698307544,2.852952
SLCO1C1,True,0.2908604039746449,1.9046477887167186,3.0614526
SLCO1B1,True,0.023698961792181807,1.5476004729305948,2.133569
SLCO1A2,True,0.6383305000535079,2.2552154993461793,3.2287722
ABCC9,True,0.19524017736296276,1.3206474752273196,1.5880461
LMNTD1,True,0.07643195968111541,1.4683396386534167,1.9430511
RASSF8,True,0.640274731722964,1.8992075596410742,2.4595208
BHLHE41,True,0.38266847491450523,1.4779772903410189,1.9929703
SSPN,True,0.1913892421792752,1.2060005531960005,1.3124713
ITPR2,True,1.3908268951885596,2.455044852528235,2.337828
SINHCAF,True,0.02735721261252802,1.3917256723291367,1.7588955
FGD4,True,0.8589018981279648,1.9169814007210046,1.9619969
PKP2,True,0.1825964987678281,1.2175486173628804,1.3402292
PDZRN4,True,1.1996653345637647,2.221250129426308,1.9565188
PCED1B-AS1,True,0.022844574975276147,1.3660411545068099,1.6971581
SLC48A1,True,0.3626650631910505,1.2000223442625229,1.2969065
TUBA1A,True,0.7514715428877425,1.5065991349671568,1.611184
FMNL3,True,0.4211587505080529,1.2430766806247053,1.4047245
METTL7A,True,0.34965172691003027,1.4227418682098656,1.854648
BIN2,True,0.05134079726589422,1.5776958052807202,2.2059085
GALNT6,True,0.10663216786648431,1.2698169146792682,1.4658656
ACVRL1,True,0.006873025228501457,1.4786617492264196,1.9678621
GPR84,True,0.004117227951454241,1.3661569685466903,1.6974365
NCKAP1L,True,0.10335076967014169,1.7780550642749375,2.6875086
ERBB3,True,0.3388775116759536,1.676021840213062,2.48892
TAC3,True,0.0812274924954012,1.5674771069838123,2.1813462
NDUFA4L2,True,0.04894409268637833,1.5888561386020366,2.2327344
SRGAP1,True,0.7815740977310024,1.9508698788024637,2.571151
C12orf56,True,0.07511104824487005,1.293005967468514,1.5216047
WIF1,True,0.21240339554317983,1.5024462376429935,2.0250325
IRAK3,True,0.18307042445168484,2.0467234930129115,3.333302
IFNG-AS1,True,0.1405221279849526,2.2839600059628236,3.9035432
CPM,True,0.3560789933887274,2.1597317348260043,3.700242
LYZ,True,0.007150198467861229,2.0745395008748937,3.400163
